# Every numeric level authored inside a library organ, with its disposition.
#
# THE LAW: a level is either read off the material or declared by the caller. It is never
# authored inside the organ. See canon/THE_AUTHORED_LEVEL.md.
#
# MATERIAL  a fact that cannot vary; `why` names the theorem.
# ABI       hardware, wire format, or foreign interface.
# APERTURE  declared, returns its outside, and `why` states what would derive it.
# PIN       a contaminant; `why` carries the excision plan.
#
# Regenerate: python3 tools/authored_levels.py --write
# Verify:     python3 tools/authored_levels.py --check
disposition	owner	name	value	why
ABI	soma/abi/src/text_restrict_cuda.rs	RETURN_COMPLETE_POPULATION	0	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	RETURN_HANDLE_POPULATION	1	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	RETURN_MASK_AT	1	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	RETURN_SECTION_HANDLE	0	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	SECTION_FEATURES	1	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	SECTION_FEATURE_AT	0	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	SECTION_TOKENS	3	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/abi/src/text_restrict_cuda.rs	SECTION_TOKEN_AT	2	wire-format discriminant or event tag at the declared foreign boundary; `soma/abi` IS the ABI
ABI	soma/body/src/geom.rs	MODES	128	the mode index is i+j over set bits of two u64 shape carriers (geom.rs:29,31), so ranks reach 0..=126 and the array must hold 127; the u64 shape word is the interface and no_std forbids alloc. 128 is a round-up -- the lawful spelling is 2*u64::BITS-1. Sizes a buffer; decides nothing. THE LEVEL THAT TRUNCATES IS THE BARE `while k < 64` AT geom.rs:50, which the regex cannot see.
ABI	soma/body/src/law.rs	FLOW_TEETH	13	a bit-field width of one packed u32: pack is flow | rmag<<13 | rrank<<26 (law.rs:104-106). SWEEP_RANK_TEETH = ceil(log2 u64::BITS) = 6 is the forced field; 13 = (u32::BITS-6)/2 under the declared equal split (law.rs:28-29). NOT a gear period -- nothing is taken mod 13. Defect: law.rs:58 derives the forced 6 FROM the two authored 13s, backwards; reverse the chain and one declared datum remains, the equal split.
PIN	soma/body/src/law.rs	POOL_TEETH	31	nothing derives 31. The grip is a u32 bounded by axis^2 (place.rs:205); the pool's real boundary is pool.len(), caller-declared (manifold.rs:868) and ALREADY enforced as a refusal (law.rs:181,192,203,216,232). The mask's only effect is to ALIAS the top half of the grip space into the bottom (0x8000_0003 -> 3), turning a lawful refusal into a silent wrong return. EXCISION: delete `& POOL_MASK` from slot (law.rs:66). The comment's 'the card's own lawful maximum' is refuted -- that quantity is queried from the adapter at soma/surface/src/lib.rs:1759. Orbit exists only at axis = 2^16; at axis <= 2^15 the mask is the identity and the module's own test (law.rs:287, cell 999) cannot fail on it.
ABI	soma/body/src/law.rs	SWEEP_TEETH	13	the same 13, asserted equal to FLOW_TEETH by the declared self-similarity at law.rs:28-29 -- the single piece of authored content in the packing, and the thing to attack. Decides a return: SWEEP_MASK sets the re-base point (law.rs:124) so windings keep 13 significant bits. law.rs:119's `rrank >= 64 - SWEEP_TEETH - 1` is a genuinely derived guard in the same file.
ABI	soma/body/src/law.rs	W_WELL	0	an index or identity element, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_FLAGS_WORD	10	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_OTHER_MAG_WORD	3	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_OTHER_RANK_MAG_WORD	4	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_OTHER_RANK_RANK_WORD	5	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_OTHER_TURN_SHIFT	3	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_SAME_MAG_WORD	0	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_SAME_RANK_MAG_WORD	1	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_SAME_RANK_RANK_WORD	2	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_SAME_TURN_SHIFT	0	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_THAT_WAY_MAG_WORD	8	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_THAT_WAY_RANK_WORD	9	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_THIS_WAY_MAG_WORD	6	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_THIS_WAY_RANK_WORD	7	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	COMPACT_FORM_TURN_MASK	3	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	OCCUPIED	16	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	OTHER_MAG	5	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	OTHER_RANK_MAG	6	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	OTHER_RANK_NEG	8	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	OTHER_RANK_RANK	7	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	OTHER_TURN	9	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	SAME_MAG	0	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	SAME_RANK_MAG	1	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	SAME_RANK_NEG	3	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	SAME_RANK_RANK	2	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	SAME_TURN	4	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	THAT_WAY_MAG	13	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	THAT_WAY_NEG	15	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	THAT_WAY_RANK	14	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	THIS_WAY_MAG	10	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	THIS_WAY_NEG	12	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/medium/codec.rs	THIS_WAY_RANK	11	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/register.rs	ARM	3	mode or lineage discriminant; a tag, not a level
ABI	soma/body/src/register.rs	K_WORD	7	compact-form layout offset; a wire position, not a level
ABI	soma/body/src/register.rs	MODE_DELTA	3	mode or lineage discriminant; a tag, not a level
ABI	soma/body/src/register.rs	MODE_DIRECT	1	mode or lineage discriminant; a tag, not a level
ABI	soma/body/src/register.rs	MODE_FLAT	0	mode or lineage discriminant; a tag, not a level
ABI	soma/body/src/register.rs	MODE_FOUND	4	mode or lineage discriminant; a tag, not a level
ABI	soma/body/src/register.rs	MODE_RANK	2	mode or lineage discriminant; a tag, not a level
PIN	soma/life/src/coupled_informant_current.rs	COUPLED_INFORMANT_CURRENT_CHANNELS	8	UNREAD -- disposition requires reading soma/life/src/coupled_informant_current.rs. Treated as a contaminant until read, which is the conservative direction.
ABI	soma/life/src/current_world.rs	ORGAN_PRESENT_WORD	2	compact-form layout offset; a wire position, not a level
ABI	soma/life/src/decomposing_codec.rs	CLOSES_RECEIVER	256	compact-form layout offset; a wire position, not a level
ABI	soma/life/src/dialogue_lineage.rs	ASSISTANT_COMMENTARY_RECEIVER	20000001	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/dialogue_lineage.rs	ASSISTANT_FINAL_RECEIVER	20000002	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/dialogue_lineage.rs	ASSISTANT_OTHER_RECEIVER	20000003	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/dialogue_lineage.rs	USER_RECEIVER	20000000	receiver identity token -- an address in a declared numbering, not a level
PIN	soma/life/src/laboratory_language/repository.rs	BLOCK_LINES	24	nothing derives 24. A fallback chunk size cutting Rust source into atlas sections when the blank-line boundary (repository.rs:475) has not fired; it decides the section population and therefore the feature incidence a leader recruits over. EXCISION: read the boundary off the source's own delimiters (brace depth to zero is lexical, not an authored English conclusion), or move it to the caller -- mount_repository_excluding (:65) already takes a receiver-declared source boundary. Cannot be graded by an orbit yet: no LaboratorySourceAtlas is constructed anywhere in the tree.
ABI	soma/life/src/laboratory_language/repository.rs	CODE_RECEIVER_BASE	1000000	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/laboratory_language/repository.rs	THEORY_RECEIVER_BASE	10000	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/research_intelligence.rs	CODE_RECEIVER_BASE	31000000	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/research_intelligence.rs	MATHEMATICS_RECEIVER	30000000	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/text_material.rs	TEXT_ASSISTANT_FINAL_RECEIVER	40000002	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/text_material.rs	TEXT_ASSISTANT_PROCESS_RECEIVER	40000001	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/text_material.rs	TEXT_DOCUMENT_RECEIVER	40000003	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/text_material.rs	TEXT_EMANATED_RECEIVER	40000004	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/life/src/text_material.rs	TEXT_USER_RECEIVER	40000000	receiver identity token -- an address in a declared numbering, not a level
ABI	soma/membrane/src/live_current.rs	REST_LINEAGE_ORDINAL	0	mode or lineage discriminant; a tag, not a level
ABI	soma/membrane/src/live_current.rs	REST_LINEAGE_PENDING	2	mode or lineage discriminant; a tag, not a level
ABI	soma/mount/src/cuda.rs	CU_LIMIT_STACK_SIZE	0	CUDA launch geometry, fixed by the device interface
MATERIAL	soma/mount/src/lib.rs	FOLD_CONSTANT	2305843009213693951	2^61-1 is the Mersenne prime M61, so the fold is over a field. Theorem, not a budget.
