ph.triangle-witness	complex, cycle	triangle 0→1→2→0, φ = (0,1,3): drops (1,2,−3), loop current (1,1,1), power 1 + 2 − 3 = 0;  cycle matrix (1,1,1) spans ker dᵀ	a loop current against an exact potential carries zero power	ℚ³ witness	L:Holon/Dirac:triangle_witness; L:Holon/Dirac:triangle_kernelForm; L:Holon/Dirac:triangleCycle_spans	formal-checked	instance-of:holon.kirchhoff-dirac, uses:holon.kirchhoff-is-kernel-form
ph.lc-pump-work	parametron, holon, deposition	ẋ = Ω_LC Q(t)x, Q(t) = diag(c(t), l):  dE/dt = ½ ċ q²;  constant c conserves energy; ċ = 1 at q = 1 supplies ½	the pumped LC loop is a lossless port Holon whose only energy change is the pump's deposition work	time-varying inverse capacitance c(t), fixed 1/L = l	L:Holon/Conformance:lc_pump_work; L:Holon/Conformance:lc_pump_witness; L:Holon/Conformance:lcExchange_skew	formal-checked	uses:parametron.lc-exchange, uses:holon.energy-balance, generalizes:parametron.pump-work
maxwell.stokes-dirac	complex, holon, coholon	Ḋ = d₁ᵀH, Ḃ = −d₁E (skew on edges ⊕ faces);  d₁d₀ = 0 ⇒ d₀ᵀḊ = 0;  ⟨Gx, ẋ⟩ = −⟨Gx, MGx⟩ + ⟨u, BᵀGx⟩ with G = diag(ε⁻¹, μ⁻¹)	Maxwell is the Stokes–Dirac port Holon on the cochain complex: the lossless rate preserves discrete Gauss, and the balance is Joule loss plus source power	finite complex with d₁d₀ = 0; Ohmic conduction M on edges	L:Holon/Conformance:maxwell_balance; L:Holon/Conformance:maxwell_gauss; L:Holon/Conformance:maxwellSkew_skew; L:Holon/Conformance:triangle_face_complex; D:ELEMENTARY_OBJECTS.md#the-holon-as-one-object	formal-checked	instance-of:physics.port-hamiltonian, uses:holon.stokes, uses:holon.maxwell-stokes-dirac
em.energy-cone	holon, coholon, receiver	u = ½(|X|² + |Y|²),  S = c X×Y:  |X×Y|² = |X|²|Y|² − (X·Y)²;  c²u² − |S|² = c²[(|X|² − |Y|²)²/4 + (X·Y)²] ≥ 0 ⇒ |S| ≤ c·u;  Y ∥ X ⇒ S = 0	the electromagnetic Poynting flux never exceeds c times the energy density, with equality only for null fields (|X| = |Y|, X ⟂ Y)	normalized finite field chart (positive constitutive coefficients absorbed), c ≥ 0	L:Physics/MaxwellEnergyCone:energy_cone_identity; L:Physics/MaxwellEnergyCone:flux_speed_bound; L:Physics/MaxwellEnergyCone:cross_norm_identity; L:Physics/MaxwellEnergyCone:flux_zero_for_parallel	formal-checked	uses:maxwell.stokes-dirac
gr.observer-current	receiver, holon, coholon	∂_μ(−T^{μν}u_ν) = −f^ν u_ν − T^{μν}∂_μu_ν;  T symmetric ⇒ only sym(∂u) enters;  Killing (∂_μu_ν + ∂_νu_μ = 0) ⇒ divergence = −f·u	the observer current of a stress-energy tensor is conserved up to the force power and the observer's deformation; a Killing observer sees only the force	finite chart contraction; derivative and force arrays supplied (no manifold divergence theorem)	L:Physics/ObserverBoundaryCurrent:observerCurrentDivergence_eq; L:Physics/ObserverBoundaryCurrent:observerCurrentDivergence_killing; L:Physics/ObserverBoundaryCurrent:observerCurrentDivergence_eq_symmetric_gradient; L:Physics/ObserverBoundaryCurrent:productJetDivergence_eq_observerCurrent	formal-checked	uses:holon.stokes
gr.joined-balance	holon, holarchy, receipt	bulk_L + interface_L = exterior_L, bulk_R + interface_R = exterior_R, interface_L + interface_R = 0 ⇒ bulk_L + bulk_R = exterior_L + exterior_R	a shared interface flux cancels once when two local balances join, whatever the grain	opposite interface orientation	L:Physics/ObserverBoundaryCurrent:joined_balance	formal-checked	uses:holon.interconnect
mass.lorentz-cosines	holon, ratio	⟪P,Q⟫ = E_P E_Q − c² p_P·p_Q;  ⟪P+Q,P+Q⟫ = ⟪P,P⟫ + ⟪Q,Q⟫ + 2⟪P,Q⟫;  ⟪(E,0),(0,p)⟫ = 0 ⇒ ⟪P,P⟫ = E² − c²|p|²	the mass shell E² = (pc)² + (m₀c²)² is the Pythagorean face of the Lorentz law of cosines, because the time and space faces are Lorentz-orthogonal	four-momentum at light speed c	L:Physics/HolonicMassShellFace:lorentzPairing_add_add; L:Physics/HolonicMassShellFace:lorentzPairing_timeFace_spaceFace; L:Physics/HolonicMassShellFace:massShell_iff; L:Physics/HolonicMassShellFace:lorentzPairing_self_eq_faces	formal-checked	uses:coupling.holonic-mass-shell-face
mass.rest-branch	holon, constitution	E² = c²|p|² + (m₀c²)², p = 0, E ≥ 0, c > 0, m₀ ≥ 0 ⇒ E = m₀c²	the positive rest branch of the mass shell is E = m₀c²; stored energy has inertia E/c²	c > 0, m₀ ≥ 0	L:Physics/ReceiverStressEnergy:massShell_positiveRestBranch; L:Physics/ReceiverStressEnergy:massShell_positiveRestBranch_from_owner; D:MASS_ENERGY_AND_CAUSAL_TRANSPORT.md	formal-checked	specializes:mass.lorentz-cosines
mass.photon-pair	holon, ratio	⟪P+Q,P+Q⟫ = 2e₁e₂(1 − cos θ) for massless P, Q;  opposite unit photons: 4;  parallel: 0;  an opposite pair of energy ε has invariant 4ε², below any energy threshold	a composite of massless parts has invariant mass from their angle; positive composite mass does not imply a common positive excitation threshold	c = 1 chart for witnesses	L:Physics/CompositeMassEnergy:massless_pair_norm; L:Physics/CompositeMassEnergy:balanced_opposite_photons; L:Physics/CompositeMassEnergy:parallel_photons_zero_system_norm; L:Physics/CompositeMassEnergy:arbitrarilyLightMassivePhotonPair	formal-checked	uses:mass.lorentz-cosines
mass.exchange-norm	holon	⟪P+dP,P+dP⟫ − ⟪P,P⟫ = 2⟪P,dP⟫ + ⟪dP,dP⟫	an exchanged four-momentum changes the invariant by twice the grip plus its own norm; directional recoil is kept, not replaced by a scalar energy	four-momenta	L:Physics/CompositeMassEnergy:lorentzNorm_exchange	formal-checked	uses:mass.lorentz-cosines
lorentz.boost-scale	ratio, swing	γ²(1 − β²) = 1 ⇒ the boost preserves ⟪P,P⟫;  (γ, β) = (5/3, 4/5);  k > 0: ((k + k⁻¹)/2)² − ((k − k⁻¹)/2)² = 1, γ = (k + k⁻¹)/2, β = (k − k⁻¹)/(k + k⁻¹)	a positive multiplicative scale (Doppler factor) supplies the Lorentz hyperbola rationally without evaluating a logarithm or rapidity	k > 0; rational witness 5/3, 4/5	L:Physics/CompositeMassEnergy:unitBoost_preserves_lorentzNorm; L:Physics/CompositeMassEnergy:multiplicativeScale_lorentz_identity; L:Physics/CompositeMassEnergy:multiplicativeScale_unitBoost_preserves_lorentzNorm; L:Physics/CompositeMassEnergy:rational_boost_parameters	formal-checked	uses:ratio.log-branch
gr.stress-energy-observer	receiver, holon	ρ_u = T(u,u) in signature (−,+,+,+);  perfect fluid: T(rest,rest) = ρ, T_ii = p (i ≠ 0), spatial trace 3p;  boosted u = (5/3,4/3,0,0): T(u,u) = 25ε/9 + 16p₁/9, T(u,s) = 20(ε + p₁)/9;  vacuum p = −ε reads ε for every observer	energy density belongs to the observer: a boosted observer mixes energy and pressure, while the vacuum tensor reads the same density for every observer	fixed observer chart, exact rational boost	L:Physics/ReceiverStressEnergy:diagonalTensor_boostedEnergy; L:Physics/ReceiverStressEnergy:diagonalTensor_boostedMixed; L:Physics/ReceiverStressEnergy:diagonalTensor_vacuumBoosted; L:Physics/ReceiverStressEnergy:perfectFluidTensor_restEnergy; L:Physics/ReceiverStressEnergy:perfectFluidTensor_spatialPressureTrace	formal-checked	uses:gr.observer-current
gr.angular-current	holon, coholon	M^{μab} = x^a T^{μb} − x^b T^{μa};  ∂_μM^{μab} = (T^{ab} − T^{ba}) + x^a f^b − x^b f^a;  T symmetric and conserved ⇒ ∂_μM^{μab} = 0	angular momentum is conserved exactly when the stress-energy is symmetric and force-free; the antisymmetric part is the torque source	first derivative jet in a finite chart	L:Physics/ReceiverStressEnergy:angularDivergence_eq_antisymmetric_add_force; L:Physics/ReceiverStressEnergy:angularDivergence_eq_zero_of_symmetric_conserved; L:Physics/ReceiverStressEnergy:angularCurrent_antisymmetric	formal-checked	uses:gr.observer-current
gr.eight-pi-charts	ratio, cycle	8π = 2·(4π) = 2²·(2π);  4·arc/differential = the dyadic fork-depth coupling	the Einstein coupling 8π reads as a sphere chart 2·(4π) or a circle chart 2²·(2π); both carry the integer face 2³ and one circle constraint	π as a constraint identity	L:Physics/HolonicMassShellFace:eightPi_chart_expansions; L:Physics/HolonicMassShellFace:fourArcOverDifferential_eq_forkDepth	formal-checked	uses:einstein.field-equation
lorentz.reverse-cauchy-schwarz	coholon, receiver	q symmetric, q(ω,ω) > 0: (∀x: q(ω,ω)q(x,x) ≤ q(ω,x)²) ⇔ (q(ω,w) = 0 ⇒ q(w,w) ≤ 0);  Minkowski x₀y₀ − x₁y₁: reverse holds, forward Cauchy–Schwarz fails at (0,1)	the reverse Cauchy–Schwarz inequality against a timelike class is exactly nonpositivity on its perp; the two inequalities point in opposite directions	symmetric bilinear form over an ordered field	L:Coupling/LorentzianPerp:theReverseCauchySchwarzIsNonpositivityOnThePerp; L:Coupling/LorentzianPerp:theMinkowskiPerpIsNonpositive; L:Coupling/LorentzianPerp:theForwardInequalityFailsOnThePlane	formal-checked	uses:hodge.lorentzian-reverse-inequality
lorentz.perp-nonpositive	coholon	q(x,x) ≤ g·p(ω,x)² ∀x ⇒ q(w,w) ≤ 0 on p(ω,·)⁻¹(0);  diag(1,−1,−1,−1) with an ample class of self-pairing 24 is nonpositive (≤ 0) on its perp	a form bounded by a square of one pairing is nonpositive on that class's perp with no symmetry or nondegeneracy (the archimedean step); the Hodge-index shape on a lattice	bilinear forms over an ordered field	L:Coupling/LorentzianPerp:theBoundedFormIsNonpositiveOnThePerp; L:Coupling/LorentzianPerp:theAmplePerpIsNonpositive; L:Coupling/LorentzianPerp:theEstimateSlackIsASquare	formal-checked	uses:lorentz.reverse-cauchy-schwarz, uses:hodge.lorentzian-reverse-inequality
einstein.field-equation	holon, receiver, constitution	G + Λg = κ T(u, p),  ∇·G = 0 (contracted Bianchi),  ∇·g = 0,  κ ≠ 0 ⇒ ∇·T = 0, read as zero by every declared receiver	the Einstein field equation with its Bianchi and metric-compatibility ports forces covariant conservation of the fluid-constituted stress-energy source	receiver-indexed interface; metric, Einstein tensor and covariant divergence are supplied ports	L:Fluid/NavierStokesCurvedTransport:EinsteinFluidDynamics.stressEnergy_conserved; L:Fluid/NavierStokesCurvedTransport:EinsteinFluidDynamics.everyReceiver_reads_conservation; L:Fluid/NavierStokesCurvedTransport:EinsteinFluidDynamics	formal-checked	uses:gr.observer-current, uses:coupling.ns-einstein-fluid
gr.coupling-not-universal	ratio, receiver	κ = 4·(arc/differential) at depth two;  κ ≠ 0 ⇒ ¬∀ arc: κ = 4·arc/1;  under that selection every linear receiver reads G = 4(C/r)·(source face)	the depth-two arc/differential ratio can calibrate a local receiver but is not a universal Einstein coupling	nonzero coupling	L:Geometry/HolonicCurvedArcEinstein:nonzeroCoupling_is_not_universalArcRatio; L:Geometry/HolonicCurvedArcEinstein:typedRefineForkCoupling_two_zero; L:Fluid/NavierStokesCurvedTransport:EinsteinFluidDynamics.receiverEquation_fourArcOverDifferential	counterexample	uses:gr.eight-pi-charts, uses:coupling.ns-einstein-fluid
gr.route-curvature	holon, cycle, swing	return(L, R) = L⁻¹R = 1 ⇔ R = L;  additive (abelian) gyration return is flat;  gyr[a,b]x ≠ x ⇒ return ≠ 1;  phase shifts compose: ∏ shift(θ_i) = shift(Σθ_i)	curvature is the relative return of two transports along routes; an abelian group is flat, a moving gyration is curved	oriented arcs carrying invertible connection transports	L:Geometry/HolonicCurvedArcEinstein:routeCurvatureReturn_eq_one_iff; L:Geometry/HolonicCurvedArcEinstein:additive_gyrationCurvatureReturn_is_flat; L:Geometry/HolonicCurvedArcEinstein:gyrationCurvatureReturn_nontrivial_of_moves; L:Geometry/HolonicCurvedArcEinstein:parallelTransport_phaseShift	formal-checked	uses:holon.stokes, uses:ym.curved-arc-holonomy
gr.local-action-glues	holon, holarchy	S_{A∪B}[φ] = S_A[φ] + S_B[φ] for disjoint A, B;  action differences glue and commute with additive receivers	a finite local action over admitted regions glues exactly over disjoint regions	finite event regions, additive coefficient group	L:Physics/HolonicFieldTheoryPassage:LocalFieldTheory.actionOn_union; L:Physics/HolonicFieldTheoryPassage:LocalFieldTheory.actionDifference_union; L:Physics/HolonicFieldTheoryPassage:LocalFieldTheory.receiver_actionDifference	formal-checked	uses:coupling.holonic-field-theory-passage
quantum.conjugate-pair	holon, receiver	(q, E) + (−q, E) = (0, 2E)	conjugate charge orientations cancel while energies add: charge cancellation does not imply energy cancellation	E ≠ 0 for the nonzero energy face	L:Physics/HolonicFieldTheoryPassage:matter_conjugate_sum; L:Physics/HolonicFieldTheoryPassage:matter_conjugate_energy_is_nonzero	formal-checked	uses:coupling.holonic-matter-conjugate-reading
heat.pair-collision-departure	holon	n² − n_eq² = (n − n_eq)(n + n_eq)	a pair-collision departure from equilibrium factors into a difference times a sum	rational populations	L:Physics/HolonicFieldTheoryPassage:pairCollisionDeparture_factor	formal-checked	
gr.ricci-triangle-flow	constitution, cycle, receiver	ℓ ↦ ℓ + τ(neighbour second difference) on a triangle: deviation × (1 − 3τ);  W′ = (1 − 3τ)²W ≤ W for 0 ≤ τ ≤ 2/3;  fixed ⇔ round (τ ≠ 0);  τ = 1/3 collapses (many-to-one);  τ = 1: W quadruples (0,1,2): 2 → 8	the one-complex shadow of ∂g/∂t = −2Ric has an exact ratchet rate, not only monotonicity; the rate is a winding eigenvalue 1 − 2τ + 2τcos(2π/3), and the ratchet belongs to its declared aperture	rational edge lengths on a combinatorial circle	L:Geometry/Ricci:theReadingObeysItsExactRate; L:Geometry/Ricci:theDeviationContractsAtTheWindingRate; L:Geometry/Ricci:theRatchetHoldsOnItsAperture; L:Geometry/Ricci:theOnlyFixedShapeIsRound; L:Geometry/Ricci:theCollapseApertureDeletes; L:Geometry/Ricci:theRatchetFailsPastItsAperture	formal-checked	uses:thermal.heat-kernel, uses:coupling.poincare-exact-ricci-grain
gr.curvature-commutator	holon, cycle	F = dA + A∧A,  A∧A ∝ [A, B] = 0 ⇔ A, B commute;  2×2 witnesses with [A, B] ≠ 0	Einstein and Yang–Mills share one curvature formula: the nonabelian self-interaction is the commutator, which vanishes exactly in the abelian (Maxwell) case	matrix-valued connection components	L:Gauge/CurvatureAndGap:theCurvatureCommutatorIsTheNonabelianTerm; L:Gauge/CurvatureAndGap:theAbelianCurvatureIsLinear; L:Gauge/CurvatureAndGap:theNonabelianTermIsNonzero	formal-checked	uses:maxwell.stokes-dirac, uses:ym.curvature-commutator-gap
fluid.navier-stokes	holon, coholon, constitution	∂_tρ + div(ρu) = 0,  ∂_t(ρu) + div(ρu⊗u) = div σ + f,  σ = −pI + 2μ Def u + λ(div u)I;  constant ρ, μ, div u = 0: ∂_tu + (u·∇)u = −∇(p/ρ) + νΔu + f/ρ, ν = μ/ρ	Navier–Stokes follows from mass and momentum balance on a control volume with Newtonian stress; zero viscous stress gives Euler, and nonnegative dissipation needs μ ≥ 0, λ + 2μ/n ≥ 0	flat Euclidean control volume, Newtonian material, units retained; curved domains need div_g(2μ Def_g u) with its curvature terms	D:HOLONIC_FLUID_CONSTRUCTION.md#3-euler-follows-from-the-material-motion-stress-supplies-the-dissipative-extension; L:Holon/Conformance:navierStokes_balance	proved-derived	instance-of:physics.port-hamiltonian, uses:ns.material-polygon, uses:holon.lie-poisson-navier-stokes
fluid.euler-from-action	holon, navigator, swing	S = ∫dt∫ρ|u|²/2,  δu = ∂_tη + [u, η], div η = 0 ⇒ δS = −∫dt∫ρ[∂_tu + ∇_u u + ∇(|u|²/2)]·η;  stationarity ⇔ P[∂_tu + ∇_u u] = 0	Euler is derived from the material composition of volume-preserving transports and kinetic energy, not postulated; the gradient pairs to zero with every admissible variation	flat periodic domain, constant density, variations vanishing at the temporal ends	D:HOLONIC_FLUID_CONSTRUCTION.md#3-euler-follows-from-the-material-motion-stress-supplies-the-dissipative-extension	proved-derived	specializes:fluid.navier-stokes
fluid.advection-skew	holon, coholon	⟨v, ∇_u w⟩ + ⟨∇_u v, w⟩ = ∮_∂Ω (v·w)(u·n) = 0 for div u = 0, closed domain	the advection operator is skew in its transported argument under incompressibility, so it does no work	div u = 0, closed boundary	D:HOLONIC_FLUID_CONSTRUCTION.md#3-euler-follows-from-the-material-motion-stress-supplies-the-dissipative-extension	proved-standard	uses:holon.power-neutral, uses:ns.periodic-energy-work
fluid.newtonian-power	constitution, contact	σ:∇u = −p div u + 2μ|Def u|² + λ(div u)²;  slip traction t = −κ_f w gives heat κ_f|w|²	the local Newtonian power separates pressure work from mechanical loss, which becomes internal energy in the complete Holon; equal opposite tractions cancel only with both bodies and any surface storage included	μ, κ_f ≥ 0	D:HOLONIC_FLUID_CONSTRUCTION.md#3-euler-follows-from-the-material-motion-stress-supplies-the-dissipative-extension	proved-derived	uses:contact.power
fluid.lamb-one-form	coholon, holon, complex	α = u♭, δα = 0:  ∂_tα + i_u dα + dB_p = −νΔ_Hα + f♭,  B_p = p/ρ + |u|²/2,  (i_u dα)_j = u^k∂_k u_j − ∂_j(|u|²/2)	in the velocity coholon, Navier–Stokes is the Lamb cross-current i_u dα (vorticity dα contracted with u) plus an exact Bernoulli drop; pressure is the exact part	flat periodic or compatible boundary conditions, positive Hodge Laplacian Δ_H = dδ + δd	D:HOLONIC_FLUID_CONSTRUCTION.md#4-hodge-provides-pressure-elimination-and-retains-toroidal-circulation; D:ELEMENTARY_OBJECTS.md#the-targets	proved-derived	equiv:fluid.navier-stokes, uses:ns.lamb-current
fluid.pressure-elimination	coholon, complex, cycle	Δ₀B_p = δ(f♭ − i_u dα);  P = I − dG₀δ:  α̇ = −P i_u dα − νΔ_Hα + P f♭;  constants, harmonic parts and boundary data kept in their kernels	Hodge projection eliminates pressure as the exact part while retaining harmonic toroidal circulation, whose period around a cycle survives zero local curl and divergence	G₀ inverts δd on the nonconstant scalar range	D:HOLONIC_FLUID_CONSTRUCTION.md#4-hodge-provides-pressure-elimination-and-retains-toroidal-circulation	proved-derived	uses:fluid.lamb-one-form, uses:holon.stokes
fluid.kelvin-holonomy	cycle, coholon, holon	Γ(γ_t) = ∮_{γ_t} ⟨u, dγ⟩ = ⟨u♭ | γ_t⟩;  Euler conserves Γ on material cycles, viscosity produces σ ≥ 0;  helicity = linking reading of vortex cycles	Kelvin circulation is a holonomy pairing of the velocity coholon with a material cycle; the aeon reading of a closed cycle is conserved by Euler	material cycles, ν = 0 for conservation	D:ELEMENTARY_OBJECTS.md#the-targets; N:2026-09-24_THE_AEON_EPOCH_AND_CYCLE_STANDARDIZE_THE_PASSAGE_OF_TIME.md	proved-standard	uses:ns.kelvin-curve, uses:ns.kelvin-polygon, instance-of:aeon.pairing
fluid.swing-split	swing, holon	u = b + r:  ½[N(b+r) + N(b−r)] = N(b) − B(r,r),  ½[N(b+r) − N(b−r)] = S_ν r − B(b,r) − B(r,b);  moving anchor: N(2b − u) + N(u) − 2ḃ = 2[N(b) − ḃ − B(u−b,u−b)]	a Swing about the resolved state separates the fluid's even response (unresolved self-interaction) from its odd transport (both cross terms), with nothing discarded	finite Galerkin N(u) = S_ν u − B(u,u) with Leray projection and aperture	L:Physics/FluidReceiverClosure:finiteGalerkinNavierStokesVectorField_swing_even; L:Physics/FluidReceiverClosure:finiteGalerkinNavierStokesVectorField_swing_odd; L:Physics/FluidReceiverClosure:moving_swing_galerkin_rate_defect	formal-checked	uses:fluid.navier-stokes
fluid.receiver-closure	receiver, compression, holon	Y = q X, X = RY + r, qR = I:  Ẏ = q̇X + q N(RY + r);  closure defect = q̇X + q[S_ν r − B(RY,r) − B(r,RY) − B(r,r)];  q r = 0 does not hide the quadratic and mixed terms	a coarse fluid receiver closes only with the full hidden-state feedback; with a filter this is the unresolved (Reynolds) stress q(u⊗u) − q(u)⊗q(u), and chart motion is a real rate term even at an identity cut	finite Galerkin carrier; derivative hypotheses bind maps to the trajectory	L:Physics/FluidReceiverClosure:moving_galerkin_receiver_equation; L:Physics/FluidReceiverClosure:finiteGalerkin_rateDefect_eq_hidden_feedback_of_section; L:Physics/FluidReceiverClosure:full_receiver_retains_chart_motion; L:Physics/FluidReceiverClosure:norm_fluid_rateDefect_le	formal-checked	instance-of:predict.moving-receiver-rate
fluid.relativistic-euler	holon, receiver	T^{μν} = eU^μU^ν + p h^{μν}, h = g + U⊗U, g(U,U) = −1:  D_U e + (e + p)θ = 0,  (e + p)a^α + h^{αν}∇_νp = 0	relativistic Euler follows from the perfect-fluid stress object by projecting its conservation along and across U; heat flux and shear add their full divergence to both projections	c = 1; ∇_μT^{μν} = 0 from the field equation	D:HOLONIC_FLUID_CONSTRUCTION.md#3-euler-follows-from-the-material-motion-stress-supplies-the-dissipative-extension	proved-derived	uses:einstein.field-equation, uses:gr.observer-current
